,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,7.20330791336e-23,6.84408369753e-32,3.70110192494e-10,1.48639154235e-14,4.352659641e-15,1.39005934891e-21,9.66930855384e-08,2.91338928829e-22,9.98313538503e-08,1.55412252528e-21,9.36967055054e-08,8.36527979493e-27,8.32790050254e-08,8.38769231848e-09,9.98401148422e-08
1,1.01713680745e-28,1.0,5.06124261781e-16,1.25097048335e-36,1.41048422915e-30,1.18605348744e-30,2.46092959344e-08,2.85679665939e-24,1.73296529904e-10,1.55389402028e-25,7.13422267939e-18,2.4929829312e-09,9.9904688966e-08,9.99157379056e-08,7.95145069787e-08,3.82440229074e-26
2,0.0,2.26536886512e-15,1.0,1.09603867865e-13,3.23005089342e-09,9.96126132691e-08,9.99428095838e-08,2.00105632384e-24,1.96384547513e-10,2.28322920723e-25,7.89387684108e-08,1.36219492122e-30,9.98902081051e-08,1.24885201618e-31,2.86934785612e-30,3.09613289284e-22
3,1.57696582572e-13,6.17666893073e-35,1.88554209681e-13,1.0,9.98620208748e-08,2.10569450765e-09,9.55604222021e-26,5.41626848815e-23,1.23484583019e-13,9.99233691346e-08,2.86545165373e-09,3.06560079454e-29,1.50528505745e-28,1.38160764251e-34,1.26388027719e-18,9.99203209062e-08
4,6.74795290798e-18,3.98534996765e-31,5.92999160887e-09,7.74271669002e-08,1.0,9.81122454391e-08,5.45092433413e-08,9.99563525284e-08,4.30393240773e-24,3.97998371877e-25,2.72362605323e-31,1.47403051336e-30,3.23932079738e-26,2.14407067658e-16,2.83951363222e-37,7.18014021572e-08
5,2.79597173322e-14,2.54133875645e-20,9.97757751975e-08,9.98262095209e-08,9.8580244412e-08,1.0,7.92992835841e-08,2.1545622529e-19,1.06531172772e-10,9.56929929889e-23,9.99279450298e-08,9.97264990588e-08,3.04729783373e-20,2.177954234e-21,2.38468814629e-22,1.42009932702e-08
6,6.57229190756e-29,9.97573081918e-08,9.76600489366e-08,1.42995814806e-26,9.9494897654e-08,3.42962747091e-09,1.0,8.92057007948e-27,9.98220244242e-08,0.0,5.92896991712e-29,9.95461491016e-08,1.66519562259e-27,9.95637989831e-08,1.1084853499e-27,9.97536986347e-08
7,9.99088811682e-08,8.89813209884e-21,2.9035303536e-19,1.12876834778e-17,9.99519613742e-08,2.37612878383e-19,1.25717291776e-17,1.0,1.98120040307e-33,9.99510163524e-08,3.12500807294e-26,2.53039985154e-26,9.8930414083e-08,9.99855203077e-08,9.17637399289e-24,6.99864874312e-22
8,3.51160411517e-30,6.0508269506e-09,2.56617227468e-11,3.5581946596e-14,1.68995719295e-24,1.61999921602e-15,1.39871877969e-10,0.0,1.0,4.33643204422e-31,9.99130733703e-08,8.15231970819e-08,4.82615398165e-32,1.49454060725e-27,9.99540645807e-08,9.99895277687e-08
9,9.99264244683e-08,8.49382717766e-22,6.24920917371e-22,9.98460194523e-08,1.7280836972e-21,3.51203044372e-24,1.12312886929e-32,9.8898340184e-08,3.99463345743e-24,1.0,9.98955513865e-08,2.06699294983e-27,9.96348603621e-08,1.05554566831e-23,9.99824720793e-08,3.81944914405e-24
10,2.76224949633e-21,2.05841000169e-14,7.50952438011e-08,8.15933489662e-08,1.31581943771e-23,9.98660212304e-08,1.38488300773e-21,6.71398160579e-26,9.99368978682e-08,9.99126967827e-08,1.0,4.845544619e-16,6.36432204715e-08,9.19753432515e-33,3.31218519278e-09,2.59923271555e-21
11,9.9447461821e-08,9.97169848915e-08,2.78230938349e-22,1.94153733115e-20,8.0614558729e-21,9.96856144297e-08,9.74999849745e-08,5.420999287e-24,9.98359297455e-08,2.09977763157e-25,1.07461740176e-14,1.0,2.04684531134e-25,9.96483535687e-08,9.98643017169e-08,9.98761109372e-08
12,9.44208078539e-26,9.99018396897e-08,9.9906600326e-08,9.64670611744e-23,2.86663682196e-21,4.59692458391e-21,5.26598687588e-18,9.86112738133e-08,3.73413632995e-22,9.39945508094e-08,7.51994448933e-08,1.62985842885e-26,1.0,7.89399461192e-20,3.90361519576e-17,1.91042535757e-33
13,6.0796352841e-08,5.29084083212e-08,2.68402261411e-29,3.06029304258e-31,2.56258658533e-15,1.35147186615e-28,9.88721282624e-08,9.99045042249e-08,1.83448814648e-23,1.63295218109e-25,0.0,1.23312373645e-08,1.34102961786e-23,1.0,3.02364906489e-15,3.95345946735e-13
14,2.68832440753e-08,5.03286443632e-08,4.66868387679e-32,1.32230880015e-18,2.82405951547e-34,4.12974271255e-33,1.57041775965e-26,1.02841673839e-27,9.34779476047e-10,9.9892119465e-08,1.18618884246e-12,9.99395695089e-08,4.20546923501e-23,1.04697659911e-14,1.0,5.06255604827e-16
15,9.99691209813e-08,2.29612116657e-25,7.58374266203e-26,9.8699722173e-08,9.54569117084e-08,6.83830027109e-14,1.56081522706e-10,9.00362751007e-31,9.99794167456e-08,1.25980503744e-30,1.14804618157e-30,4.48433858935e-08,0.0,1.18496315191e-12,7.59660810531e-16,1.0
0,0.999999880791,9.56568442234e-08,1.41163723165e-21,1.72229574902e-17,1.14132876479e-25,3.9640316723e-31,9.98707747613e-08,1.87302705623e-30,9.99761766707e-08,2.80602321909e-16,5.17807097113e-14,6.68936748206e-32,1.0472019124e-26,6.08282356423e-31,9.9994288405e-08,8.62216611545e-35
1,9.94958426759e-08,0.999999880791,7.8052122828e-20,3.8886962983e-08,4.54730153079e-30,0.0,2.18211214944e-21,1.1185974272e-23,3.27699076763e-08,4.8003137923e-12,1.54709926572e-31,2.44778503361e-15,3.68068285013e-27,2.23872916733e-11,7.24173916562e-24,7.91390244527e-18
2,2.85515933812e-11,6.3777072512e-10,1.0,4.30346168043e-14,7.72967667766e-22,2.56444578029e-14,3.69954365536e-13,9.94880622329e-08,9.03710954958e-08,9.98902081051e-08,8.81850965584e-08,3.58098763858e-15,3.99871023063e-21,9.62389347901e-13,1.1577792175e-22,2.13705907883e-21
3,7.16865423783e-17,9.99275613367e-08,6.42170088027e-17,1.0,1.67499524549e-18,2.9008372332e-36,2.26425962641e-33,1.18964768952e-36,4.8948932879e-14,2.57134029624e-08,2.41465884559e-14,7.70303031312e-24,3.59311491671e-09,1.33181354833e-10,9.98886875436e-08,9.9990863589e-08
4,1.02304753042e-21,6.3934542659e-29,1.32999136763e-28,3.84230968366e-29,1.0,9.37796613698e-08,9.994166561e-08,4.51208526937e-23,0.0,9.18505722869e-13,7.01687673117e-23,9.97531302005e-08,4.62970474217e-16,5.20400400416e-32,9.89336257362e-08,9.98244971129e-08
5,5.47221450355e-24,7.37006718551e-34,2.01496834998e-15,2.24153226966e-37,9.98822073939e-08,1.0,9.97512330514e-08,9.78634773219e-08,1.76558335522e-23,6.90277065266e-30,9.99470088914e-08,1.51255692891e-18,1.00067552466e-07,1.62170778575e-20,2.58439233603e-21,7.69899926777e-18
6,9.99338567453e-08,2.31730946973e-18,1.48379500208e-24,0.0,5.92774140884e-09,6.2222010877e-10,0.999999880791,3.67774100063e-09,3.52137343995e-28,4.02804775818e-19,2.6756516198e-28,4.20319956618e-08,1.33442588903e-31,3.19976151491e-34,2.62902878711e-21,1.14842580123e-25
7,6.63463919039e-21,1.64980290714e-12,9.31894632572e-08,1.21712031407e-37,1.24618191299e-24,9.93562707663e-08,9.98144145115e-08,1.0,3.36944014356e-11,4.06928052761e-28,3.80666533754e-23,9.93392177406e-08,1.86293837085e-21,9.97831932636e-08,0.0,2.11568663819e-20
