,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.999997616,0,5.37E-07,8.51E-34,3.01E-27,1.32E-06,4.99E-35,0,5.85E-31,0,0,0,4.38E-07,2.89E-07,0,3.11E-35
1,0,0.999999166,0,0,3.78E-07,2.63E-38,3.98E-19,0,8.10E-25,6.10E-07,8.17E-07,0,0,1.69E-29,3.06E-14,0
2,9.63E-07,0,0.999998331,1.74E-31,0,9.23E-29,6.80E-21,3.72E-26,0,0,0,7.40E-36,1.61E-07,2.92E-24,0,6.68E-07
3,3.44E-34,0,1.73E-29,0.999998569,2.62E-31,3.72E-18,0,1.32E-35,1.16E-06,0,2.21E-25,3.78E-07,4.91E-07,0,0,0
4,5.78E-38,2.32E-24,0,0,0.999997735,5.51E-07,0,0,5.70E-07,2.01E-32,2.33E-07,0,0,1.60E-19,0,0
5,4.68E-07,0,1.32E-37,9.45E-34,1.08E-06,0.999997497,0,0,4.12E-14,0,1.30E-30,0,1.65E-22,3.17E-07,0,0
6,1.46E-27,5.70E-18,1.97E-23,0,1.91E-32,0,0.999998212,3.28E-27,0,5.76E-07,0,0,0,4.06E-19,2.53E-34,4.50E-07
7,0,4.73E-27,1.48E-26,1.07E-29,0,0,1.13E-24,0.999998212,7.89E-34,0,3.76E-28,3.75E-07,0,0,7.52E-07,5.92E-07
8,0,0,0,1.25E-07,9.91E-08,5.31E-07,0,0,0.999998331,0,4.45E-07,4.85E-21,5.43E-30,0,0,0
9,1.41E-30,5.67E-07,0,0,2.49E-08,4.56E-26,8.11E-07,0,3.07E-34,0.99999845,1.73E-24,0,0,6.98E-07,1.76E-38,0
10,0,3.27E-07,0,0,9.09E-07,5.27E-35,0,0,2.50E-07,0,0.999997854,3.48E-26,0,0,4.38E-07,0
11,0,0,0,6.53E-07,0,0,0,4.39E-07,1.57E-13,0,1.46E-14,0.999999166,2.10E-34,0,1.62E-07,0
12,5.55E-07,0,3.20E-07,8.15E-07,1.37E-34,6.52E-10,0,0,6.47E-20,0,0,1.47E-26,0.999998927,4.12E-30,0,0
13,5.27E-07,4.45E-31,1.28E-36,0,1.85E-07,4.12E-07,4.73E-20,0,7.14E-31,5.23E-07,1.64E-35,0,0,0.999998808,0,0
14,0,2.30E-11,0,3.82E-33,2.46E-31,0,0,4.44E-07,5.22E-20,0,9.43E-07,1.87E-07,0,0,0.999998808,3.57E-35
15,2.55E-30,3.52E-35,8.08E-07,0,0,0,9.13E-07,9.30E-07,0,3.68E-36,0,4.08E-28,3.79E-30,2.47E-38,8.46E-30,0.999998212
0,0.999998927,1.26E-38,0,4.00E-07,7.32E-07,0,0,0,7.93E-31,0,1.05E-07,0,6.10E-33,0,4.87E-16,2.51E-07
1,1.06E-26,0.99999845,1.83E-30,0,5.86E-26,6.38E-07,0,0,7.56E-27,3.38E-36,0,5.84E-36,3.02E-36,7.59E-07,0,9.07E-07
2,0,0,0.999997973,0,7.10E-31,1.81E-37,1.11E-36,0,1.50E-06,9.14E-07,0,7.77E-33,0,5.96E-07,1.85E-28,0
3,7.77E-07,0,0,0.999998212,7.99E-26,1.67E-30,0,1.25E-27,0,0,7.48E-07,1.06E-27,7.20E-07,0,2.82E-26,3.46E-26
4,1.42E-07,0,0,0,0.999997973,0,0,0,9.24E-07,0,3.02E-21,0,0,0,2.87E-07,5.39E-07
5,1.89E-36,5.43E-07,0,7.06E-32,0,0.999998569,0,0,0,6.19E-22,0,4.54E-09,5.39E-07,1.37E-16,0,1.08E-27
6,0,0,1.26E-23,0,0,0,0.999998569,1.03E-06,1.56E-30,8.49E-07,1.42E-26,3.13E-07,0,0,1.44E-24,0
7,0,0,9.99E-37,0,1.69E-28,0,6.40E-07,0.999998331,2.91E-24,6.01E-32,3.69E-07,1.03E-27,0,0,1.18E-06,0
8,0,0,6.06E-07,0,5.53E-07,0,0,0,0.999997497,5.63E-38,4.49E-36,0,0,5.59E-28,8.13E-07,0
9,0,0,1.00E-06,0,0,5.64E-26,6.83E-07,5.77E-30,9.63E-25,0.999997735,0,2.81E-07,0,3.22E-18,9.45E-36,0
10,4.57E-12,0,0,5.41E-07,5.23E-16,0,7.30E-37,5.20E-07,1.43E-33,0,0.999998808,0,5.93E-32,0,4.29E-07,0
11,0,0,6.31E-36,1.09E-34,0,1.63E-07,1.38E-08,5.22E-32,0,5.79E-07,3.92E-38,0.999998689,2.47E-07,3.68E-31,0,0
12,2.34E-26,3.83E-30,0,8.75E-07,0,6.22E-07,2.23E-32,0,0,5.63E-34,1.43E-26,6.71E-07,0.99999845,0,0,1.39E-35
13,0,4.79E-07,6.56E-07,0,9.96E-33,1.46E-11,0,0,1.65E-17,3.67E-14,0,4.53E-30,0,0.999998689,0,8.46E-29
14,8.90E-36,0,9.68E-32,0,1.94E-07,0,6.86E-38,3.59E-07,5.43E-07,0,1.19E-07,0,0,0,0.999997616,0
15,3.79E-07,5.76E-07,0,0,9.03E-07,1.57E-30,0,0,2.66E-18,0,1.64E-38,0,0,1.46E-25,5.72E-29,0.99999845
0,0.999998569,3.16E-32,0,8.59E-07,2.09E-33,0,0,1.50E-37,0,0,8.19E-11,2.86E-11,8.07E-07,0,4.30E-21,0
1,1.30E-33,0.999997735,9.62E-07,0,1.57E-27,0,0,0,9.53E-33,0,1.05E-22,4.20E-29,9.03E-07,0,1.37E-06,0
2,0,9.71E-07,0.999997973,0,1.35E-24,0,8.48E-07,0,2.14E-11,0,6.61E-37,0,6.81E-36,3.51E-25,3.49E-15,0
3,6.96E-07,0,0,0.999997735,4.22E-21,4.45E-29,0,9.29E-07,0,0,1.47E-06,5.08E-37,0,0,7.37E-27,2.63E-31
